Timestamp (ms),Difficulty,Performance,Channel,1 hz,2 hz,3 hz,4 hz,5 hz,6 hz,7 hz,8 hz,9 hz,10 hz,11 hz,12 hz,13 hz,14 hz,15 hz,16 hz,17 hz,18 hz,19 hz,20 hz,21 hz,22 hz,23 hz,24 hz,25 hz,26 hz,27 hz,28 hz,29 hz,30 hz,31 hz,32 hz,33 hz,34 hz,35 hz,36 hz,37 hz,38 hz,39 hz,40 hz,41 hz,42 hz,43 hz,44 hz,45 hz,46 hz,47 hz,48 hz,49 hz,50 hz,51 hz,52 hz,53 hz,54 hz,55 hz,56 hz,57 hz,58 hz,59 hz,60 hz,61 hz,62 hz,63 hz,64 hz,65 hz,66 hz,67 hz,68 hz,69 hz,70 hz,71 hz,72 hz,73 hz,74 hz,75 hz,76 hz,77 hz,78 hz,79 hz,80 hz,81 hz,82 hz,83 hz,84 hz,85 hz,86 hz,87 hz,88 hz,89 hz,90 hz,91 hz,92 hz,93 hz,94 hz,95 hz,96 hz,97 hz,98 hz,99 hz,100 hz,101 hz,102 hz,103 hz,104 hz,105 hz,106 hz,107 hz,108 hz,109 hz,110 hz
1491285711179,0,0,1,0.1733982918830457,0.27307077003069175,0.27656286367442157,0.22301064911915658,0.2352099632043315,0.21348900511015056,0.24815765137140514,0.2629746928414549,0.2271920141236717,0.1324910481351719,0.16841227690154983,0.18039414889809544,0.2059008480265423,0.20998051664817946,0.18404672387993623,0.2075967878314163,0.1698426807461188,0.1355699756127689,0.19444421265183034,0.19223586903899179,0.17033493907677427,0.1610522047351636,0.1855394778194543,0.14805970788910558,0.17362875285157084,0.18118108955447415,0.14605169513573674,0.1993251775350719,0.21888728428306942,0.12417928874612676,0.215746685653045,0.1871791238113422,0.1821911792535585,0.1828031708823134,0.14334146093160283,0.20743247291045536,0.2020660300076969,0.18038701488224085,0.19027937433772352,0.17946593536541017,0.1527573740388811,0.12096719755447469,0.19930521618044758,0.21246633217969674,0.2061998939970279,0.20059102149840444,0.2340729601146629,0.21761277649029726,0.14243460523307677,0.1419746873702479,0.16640695368522948,0.19287106950356667,0.17504275814050185,0.18670260772354938,0.12497383853758767,0.15063450910381243,0.13934486674909938,0.16313424990027042,0.16853247434449473,0.16345175214527974,0.2125823910737356,0.1946543279068514,0.16936579812842295,0.16649428525043083,0.12556919543768902,0.14397947609952827,0.12649618246722863,0.18757837021994525,0.2016549220416378,0.19255499456164554,0.18153713136270894,0.18473112611392437,0.18497885903971517,0.1843361567836028,0.15925031898891612,0.18147210641750136,0.1659721670813185,0.212297046792327,0.20419287667568234,0.14992241908724008,0.16497257880857796,0.0527887539628481,0.1687126750260523,0.18998176488541185,0.19256253033706366,0.17085036599489428,0.17575239460536252,0.18041289603504468,0.12138125530266775,0.1564133459546811,0.17339183581572037,0.1292441555775413,0.16927655083231988,0.18070908226551835,0.14957118308002804,0.1595057102526491,0.16441969755218686,0.18294421843206482,0.18578382274797012,0.17961519108554563,0.19186723023048607,0.17105887074210138,0.11894704021492701,0.14278079370088498,0.09566835271954438,0.12982623814561567,0.1208771028828823,0.15777940071363175,0.17901765335668446,0.12842816065889845
1491285711180,0,0,2,0.265688445205985,0.2923918118291752,0.293685807811804,0.13557639128608717,0.20953597395851223,0.22817449809239965,0.23227999759593704,0.23042562438604883,0.20818606015608432,0.2127555771629229,0.1939486751907406,0.1022526662421073,0.19076113038963702,0.1857521820270495,0.18603638292688757,0.1694551263374625,0.1816016226722374,0.10704634335014211,0.16903913580669774,0.17358383996993537,0.17319778089611124,0.1920255998360651,0.1782100731789255,0.17130914375855788,0.11603403687234722,0.1639082630857855,0.16842753357595794,0.1799978029930061,0.1915700267938525,0.19204034721292923,0.1673550748208816,0.16527533516684065,0.12170112673040497,0.14917709896460207,0.18547467611048257,0.16911083567177548,0.12722536014846747,0.0768514164327165,0.133655345503582,0.15342406221246113,0.14317935769221204,0.1490247724471872,0.16443549513274405,0.10673267440560046,0.08421757945564276,0.16115038862429804,0.18568302457121139,0.14054291680282058,0.1315590529296084,0.14750864769924887,0.17566273809395044,0.17115910893420055,0.12535321704340288,0.1068890587808244,0.10927685676495043,0.12650432491247693,0.11540823987181961,0.09048081346328955,0.09969449678024044,0.06954776764641178,0.049988424567385434,0.09388173788783749,0.13785107254425058,0.14359145597606798,0.08382765427313463,0.10564457445034725,0.1199436071087484,0.15727776246678374,0.10452861417225412,0.14440202344145855,0.13418277371850298,0.14074011168378658,0.13632224020704553,0.15868160478915405,0.18469222692867032,0.08292885320843611,0.16928844649685415,0.1175645940027186,0.15639603231421126,0.1536134463477044,0.09974513193920484,0.1070107309754087,0.10534100799014778,0.1393769578453723,0.14219109334084723,0.13826984769864564,0.14691965902340448,0.16390162964888874,0.14055218656212703,0.14186834114501184,0.10868969767790089,0.14156680690327356,0.1490961071598514,0.09840661873417592,0.14780798032470097,0.129556276161452,0.12207646271896071,0.14646706602565052,0.16303041883321762,0.16013031347998508,0.076855238936986,0.1410550417253745,0.1409712152253238,0.1277820222042923,0.09813392170364175,0.11831874521778274,0.1011444420847473,0.10749630100151997,0.11041778706254693,0.09073303643494793
1491285711181,0,0,3,0.27250100626500146,0.2743424893421191,0.25800250012290393,0.3008904935406611,0.3066301510916334,0.281981304553475,0.2552085809107864,0.2711959059660959,0.23721083127748854,0.2771539999610375,0.24152250950171097,0.23251735903505946,0.250181684531407,0.19560465193617013,0.18973122649008606,0.16624708398517202,0.15868243948118252,0.20965424887674883,0.24052926934788194,0.23670513138078605,0.16397393064241778,0.2032825603223034,0.18951118251173665,0.21475518310038128,0.23261690624554707,0.2275972131455828,0.1889591451274229,0.18574331918957376,0.22075312363910454,0.17898928410797524,0.17566160051943375,0.200972690577727,0.20140145554357192,0.19163508866405568,0.17744656844433768,0.16215628195861126,0.16198694536312291,0.12363974752973983,0.08381751296217337,0.14598975534250486,0.1971452842916138,0.16637381440511595,0.18337210869903323,0.1894055869316846,0.140610438439364,0.17594900724665852,0.1787713733630558,0.18026126570923678,0.14303350393679182,0.15329432850876865,0.18320037461086539,0.188931361142684,0.1471945279347791,0.14476003343151536,0.14386113505938902,0.16467371516076912,0.1699427953417235,0.15854913521100156,0.1340574473110072,0.08386038128477045,0.049363232708787765,0.11329519347372394,0.11796528265159234,0.10395660125658593,0.12519349437391175,0.1710415909715974,0.18589234359780002,0.1321724863722977,0.15031914783477357,0.10488089241141654,0.11699457734073541,0.130309221789317,0.1735694106135647,0.10122783347115476,0.18620507747962872,0.18908361073476182,0.07610966502208101,0.16433454247489726,0.1310121938775402,0.17589332577290667,0.18130512035471516,0.1526371417354921,0.10260755830561072,0.15408141836525818,0.16679611134492628,0.1871556936109252,0.2061631909190508,0.1707700968047801,0.1522031112731202,0.1557460810920154,0.17572935153336014,0.14579013883072794,0.11961262922125751,0.17001600931878855,0.14773130067711587,0.1445204807555059,0.13185000573170932,0.11157032937965336,0.12627704459372213,0.16751510202258416,0.16420963217977474,0.12020821808164717,0.1639896802253352,0.16491111484560383,0.1462809170770577,0.10280433970118866,0.1414685382034882,0.10405007984936414,0.13777908986055923,0.12426917610020602
1491285711182,0,0,4,0.23357509294108852,0.294152842657722,0.29311526574504454,0.25684350385789545,0.22840345524822508,0.2022861847227091,0.21901602689731936,0.22959968752185653,0.20379747454065314,0.21404630724304496,0.21614837758977248,0.17459713605865523,0.21838326351786982,0.20671626706544122,0.10777578834363197,0.1288499590935415,0.17889068292715468,0.15751032629608844,0.15945067429705503,0.1542323269056583,0.13845787859523556,0.15725692509259986,0.1723066586909655,0.1580079819757931,0.15192828864629365,0.1454372358160197,0.2050470305710582,0.21409124213752687,0.20049496010222664,0.20240845971629046,0.19047961405215916,0.1993623411473442,0.13313848402614498,0.18588250909549486,0.15632840998884562,0.17777928900720114,0.1934291300906758,0.17032669962475824,0.14606739353716386,0.1415266502205679,0.16591864286808258,0.17452242344807406,0.20553872839144324,0.18631485758433305,0.16719555941182787,0.19281947745061767,0.21285827037706992,0.1887458621591346,0.18215741851799644,0.19745697374609095,0.1829157261475998,0.20466227081619565,0.18543533067228815,0.170647183540716,0.17051320059568958,0.1785231457069549,0.15979239732800615,0.1397168359470701,0.17570836928982544,0.2863402744820273,0.3011874502519019,0.23835327665411205,0.13605711463597409,0.13009637653286021,0.1580840903151748,0.16831651236905146,0.15178895667267023,0.15141927713357484,0.14839333395302517,0.182736195355702,0.16495694050106774,0.1548961318240513,0.15573936358154133,0.17648937121420358,0.20477348850085622,0.1486028579977542,0.1877597298566782,0.16349971997494653,0.19652155662765391,0.206743809844471,0.17512502000362368,0.1459759527398075,0.14570761415261338,0.05105484352969253,0.15818328944506518,0.18731022393408764,0.1863278815974163,0.20271174140410167,0.1709067740212228,0.1746696701055886,0.09978656372179559,0.17175441278633322,0.17505347344459846,0.16828287175020934,0.19612259552336975,0.1605523877193242,0.18473588631794696,0.19258632006757273,0.19192494115504793,0.19048469483435987,0.13161378597457535,0.1824640727695651,0.18715481574469886,0.16727892909529649,0.14456341118999688,0.14189743196093912,0.11056654367084953,0.13898688454013974,0.12011897764164048,0.15754998376513682
1491285715238,0,0,1,0.40465159575496373,0.5187080056329622,0.4592765645956451,0.4587848741290335,0.47375850537288644,0.4135561145496099,0.4516958982633844,0.42550421807817473,0.40195513363611257,0.30456755253972434,0.37101914767416166,0.3817163564050191,0.3676928644170579,0.34206168742999526,0.38698524640854465,0.4115411541937516,0.2979294006663128,0.29137955996007925,0.40200845134643115,0.4234223075850457,0.40508817824080534,0.3658243234225932,0.3767775715648235,0.36917131372142903,0.38811218011555626,0.3327418495425049,0.29057859793321705,0.3808128115465591,0.39938100653095465,0.30628832447849064,0.4301619178526276,0.40829952656558993,0.3853369303594973,0.3231550529279214,0.3081201300113956,0.4001462496685311,0.4139001610375906,0.4081320410867015,0.42143489849525145,0.3887341052237772,0.36581670737970684,0.23422655180154311,0.3783310858576141,0.38426188685707335,0.3988568044202792,0.41649899710268096,0.4213526567031864,0.3855628137667221,0.35795743211514675,0.3425163067834318,0.3761207928521665,0.38637564303279226,0.36699437408795993,0.3787249041686485,0.30861546809294693,0.297422918123187,0.29458677108210124,0.32198445965960415,0.3200367952522444,0.35592010339491903,0.42115104824597865,0.35189533958311514,0.3087813379281715,0.2570005442702278,0.2949967824142248,0.2911928806057074,0.2989591334932419,0.2994586296064893,0.37554681950701685,0.3680623424019479,0.33056629038673135,0.32026725197635464,0.3242558376271925,0.33375998374278126,0.27042066434501494,0.3719691385290245,0.35476788336293685,0.29049883231677587,0.37044429992490285,0.2999828130701424,0.3158000377779392,0.18552239815961197,0.35385364900539207,0.3318803334690486,0.37594791367044006,0.3380580747506382,0.364974074261572,0.3239026363932143,0.3013449286169414,0.34104278824968637,0.3368027163864768,0.30506558079627394,0.3369597471177799,0.3717027899011831,0.3026488976628812,0.26666149456928573,0.2879071100762759,0.32847945689364505,0.34582141386419246,0.34287239419735904,0.3312774141636258,0.32812303056639897,0.2517182360975988,0.27157525561776014,0.21494077994596306,0.27491777297564424,0.28620623912802645,0.31585375293475326,0.30700965035220873,0.20598958070088239
1491285715239,0,0,2,0.534265095289037,0.5703297629009165,0.5549581877349133,0.4075672931232715,0.46856689018593023,0.46741848525526297,0.4617173556895178,0.38105440032589394,0.39722686755242587,0.42350835390542657,0.41631864128807666,0.28604863269351355,0.4064362490512411,0.33566648177677527,0.37476970526649894,0.36580701518945363,0.34472464536907715,0.30794032141294736,0.38209878858610613,0.3815884080245898,0.34934011035047713,0.3547244591707604,0.35387399498689903,0.3027098247301719,0.2396140437067485,0.3359844145390321,0.3666392887372568,0.35213640947110986,0.3114106445947411,0.2881573122311536,0.32240339128279455,0.3298148626405606,0.27907274412897737,0.2757942919159273,0.33490440179151443,0.27393785308658425,0.2544319152824376,0.2453546268611695,0.31775603209835723,0.31683854706864734,0.27916252831902105,0.30453275323612,0.331322203222267,0.2594391011482193,0.2018074105410442,0.2969848799242306,0.33216031864406226,0.30813723904761775,0.2890481577625733,0.2657918478423968,0.3232015136817249,0.29881632363195054,0.26587731540755555,0.24313561014097956,0.20277928699217398,0.24771196157862435,0.1422164731566625,0.1952925956531977,0.1959885474244601,0.13665899744714502,0.06687826054815157,0.18112792315101056,0.21475222757131926,0.23971053137472484,0.19721639177272704,0.20068224562312675,0.20524455049296603,0.2415084824104922,0.1981338477320412,0.2896018373808141,0.2606576135601682,0.23239775352386238,0.24646779972017813,0.2784235938972306,0.31902490715997006,0.21790391102801432,0.30666313160797615,0.23047130114052078,0.26750797725988995,0.2547595580014514,0.23022758586274367,0.2182843340590545,0.2182123230121798,0.23925456877285675,0.25274266746312535,0.24625703285054729,0.2632231279131859,0.18035604425991242,0.22708253140874501,0.2655055853753554,0.22637843583287182,0.26729982744842246,0.2745912372922133,0.2156028212092417,0.2825586262166908,0.24545215076058974,0.2219027883148555,0.2430277148292288,0.27874950519071967,0.22484390691714382,0.2017512264971031,0.22927157959944386,0.24377800139938902,0.23426522451364465,0.19105861418641812,0.23423933492644394,0.1965886665646266,0.21549114435060854,0.22445485528027187,0.03936076626039877
1491285715240,0,0,3,0.5792799025811479,0.5955311914428008,0.5670297793300783,0.5610349563676693,0.6003710783098086,0.5548635215299981,0.47846462038610105,0.5157325645276641,0.4649884786969979,0.4455237460963515,0.4676124613885716,0.46104552781072455,0.44318581378585,0.4265416451580714,0.4190914937448705,0.38455071824417164,0.33781357373870946,0.43910496016325473,0.46248835406561384,0.45569668362113064,0.37282725515019466,0.4076641163067629,0.3671454589035759,0.4085585317003405,0.34773267173237554,0.3999812691323141,0.3371699220488175,0.3874778228239519,0.4003412131380714,0.2989036390517758,0.3474347826291594,0.3601541703468711,0.3567258962888807,0.36438575007156515,0.35614867502388126,0.3049360179966434,0.3399777646786464,0.3171967162391104,0.2859081582337909,0.33291493759754276,0.3722101251198847,0.32819738776748225,0.30589762660065506,0.3337265308522565,0.23738970392403375,0.33910407279832516,0.3553188189317821,0.3594174609846955,0.30805709217994365,0.3359070156264804,0.3400712429631132,0.34660887854830436,0.3041600904396124,0.268943435024254,0.26552940048820683,0.330425199319076,0.32140980326323515,0.3030570170191657,0.2719703038384357,0.22588718828851784,0.1641571789961375,0.20921644732831476,0.25026726451894005,0.22577018329274007,0.2657416308005719,0.30040811014703744,0.335498135538708,0.2632393192179654,0.25358155933397153,0.2712675585502945,0.24942923970550607,0.24575633908798905,0.2977706553947328,0.25942681143918317,0.35286615892827405,0.36475075261608053,0.2574850946217392,0.32506338065217155,0.2749683279505496,0.2531603357331812,0.23681500952091086,0.233783968615419,0.25324413487854713,0.21723121558367856,0.32749587657420004,0.3428310142348106,0.37254243372847007,0.30464385675088357,0.27962479717264294,0.31497015076036955,0.33470615798343684,0.275630136251957,0.23962899476074515,0.27769212713086805,0.3028567150327858,0.3056800138170511,0.276288949304427,0.2551886936245028,0.19275364750251853,0.26802127526063246,0.3261768150513127,0.2682730809921955,0.2716667604806068,0.2992427377527986,0.282553121062665,0.21266724249010807,0.2660719310835793,0.23790986831006658,0.24701924299364814,0.17543130354858966
1491285715240,0,0,4,0.28345312308543363,0.42549809873026234,0.51187546336148,0.44937949459650894,0.4483060441482138,0.3680659243231277,0.3113572532521041,0.41762975093127375,0.4017353916955896,0.3775684127607709,0.39933787513703634,0.37617110453260505,0.4003592758988145,0.37909549627150146,0.2305649701735823,0.24676899682236977,0.3126041456059597,0.3415229917595497,0.37687061763432605,0.36652190442756283,0.315457524405682,0.3102914259849707,0.33977702151508604,0.32358897267135295,0.34681766037901074,0.3235120795198546,0.35732927806462705,0.39955468169100117,0.3588405324455645,0.36737868608558866,0.3698281315547761,0.34128717409882176,0.2508401462633877,0.3345091217466784,0.2950570187354624,0.3168762425578507,0.37100003023262984,0.35370238870146575,0.3216920667460251,0.28556713933225025,0.37383097520037073,0.37817608271326764,0.36568474536799955,0.3139348535873997,0.2676888600711437,0.34890569946789907,0.36456570666402194,0.3087793791036095,0.3764874179172768,0.38072033122750654,0.3601376350926885,0.3921837693692162,0.34300411620534704,0.345389578049882,0.31323311742937127,0.325703371860768,0.31388639501535076,0.2755086351870973,0.32775405342871267,0.5675147636358822,0.596797650883097,0.47070564651271984,0.22292126018508318,0.22205125642750448,0.2334897406380892,0.25010916497967484,0.2874053067662699,0.2911927077758876,0.26051342460225196,0.3311573691973918,0.26749963240189156,0.30770723951855616,0.3102108731686833,0.3492476002022311,0.39661434509552956,0.33043559171167,0.34841002494645484,0.3070492689080303,0.36666688276294224,0.3689548978841329,0.30307945540726083,0.27620899537103766,0.2475323117163965,0.16540844404859584,0.33044510238858454,0.34547462167065135,0.35967515902330605,0.3668738166082086,0.32217659037620816,0.3530307603177203,0.28273998830246044,0.33588848180470354,0.2684065708603646,0.3203843665563736,0.34095336602514176,0.3229120915074259,0.3326268508294385,0.3533509170642998,0.3107022342858664,0.23766095176890684,0.29859376457212167,0.3333490257460653,0.3189090983758155,0.2994759705421625,0.2663781346072889,0.24262096841594208,0.2216594588713031,0.2617197254820759,0.22097538027192742,0.1825575427718929
1491285717273,0,0,1,0.6560189219275442,0.79054927622137,0.7278119808251129,0.66962323360722,0.6927299752038488,0.6171301868392253,0.6140261804250677,0.6121169711723032,0.5294367980830457,0.4961546615782827,0.5433554509716313,0.5729329874958262,0.5680835029860074,0.5645716278716175,0.6027442451276397,0.6193141001636686,0.5251781358770236,0.5176160680753015,0.5923384585611211,0.6132064115283983,0.631129551793272,0.5806327832662461,0.5450654482846928,0.5457158343645592,0.5926150327621738,0.5067451930952813,0.48923066965813133,0.590536337514649,0.564938912460038,0.5058608839837875,0.6690063293992987,0.634055606730308,0.5795462242016749,0.5327650355820478,0.48316919406544107,0.5495983982208978,0.6139209841532816,0.6278300509937113,0.6115998849967517,0.5665281871560642,0.5882227555340446,0.4353040072098448,0.5458001433151174,0.5914355700111116,0.6175035270604576,0.5791806030723237,0.5849887215347586,0.588640515805393,0.5464624900306172,0.5268370257147176,0.5559119698279602,0.5501211375733288,0.5440351467809521,0.5302176716372813,0.48212982409017036,0.4898914094469098,0.4486668269560153,0.5104703355549974,0.5077970071171298,0.5351878685371372,0.6296410525900733,0.542839180206926,0.4829242206988895,0.39825105623437435,0.45160862769982213,0.4347346777099258,0.44451163709717817,0.4574199680607004,0.5688021709347759,0.5446244232442085,0.44616161591836273,0.46598647290748757,0.4760754276951996,0.5095195338583631,0.39586245028432143,0.5393762289831154,0.49639116779706927,0.41296617673112185,0.5099226747098163,0.47602846669071897,0.4518953132646022,0.2570249626959904,0.5021148159959745,0.4924511679234607,0.536301819718014,0.5097074682986514,0.5337079010900562,0.494071887830361,0.456096979953769,0.5091735262103654,0.515665030379283,0.449664290501118,0.47260114875639553,0.5153411986295485,0.47076848325492904,0.4425716307530198,0.45653562228638356,0.4916557564766961,0.4895638322270348,0.4821429138557562,0.4720828011300056,0.47079268540748,0.3968629471626405,0.38794390365607867,0.36716965648397404,0.3762566849062662,0.4374425297776899,0.45259535056310185,0.44991690995638034,0.32845007914676716
1491285717274,0,0,2,0.7701212055337361,0.8336825902747739,0.8168777297111133,0.6565631902347786,0.6932068564239049,0.7343173944925424,0.707916704906953,0.5570629445638875,0.5874912590106728,0.5402156815432597,0.5964994708522833,0.47505502339640193,0.6316144611266601,0.5516906741861837,0.5256580576663333,0.5109556928380976,0.528597395507645,0.49584232701713943,0.5857245884129858,0.5699296931846358,0.48994177340116557,0.47830767911182936,0.5066377719782127,0.4887306724769068,0.42322379954213407,0.5061963657309345,0.49498644002365816,0.5034483119376304,0.4424327551808601,0.3731882923197132,0.4446779911194966,0.37300056025311584,0.34773194462187723,0.41613027305560646,0.41827518807319863,0.43565636302705035,0.426277747122432,0.3775725833523179,0.45905817751021766,0.4377891293458885,0.42889570158999824,0.447939970986105,0.43894293256755584,0.339822727596507,0.28159372519059195,0.4292763186810834,0.4946928060705907,0.45688465844310083,0.42081613398217843,0.39622538255884737,0.4029104389482544,0.3668689395882008,0.40268094362695084,0.38191485290944427,0.3276343155839913,0.3401006991370925,0.24022190591039566,0.31076072202716787,0.31069525712921064,0.23700820792461638,0.10450196450008464,0.23892745916160596,0.3140544534486605,0.3543956028527722,0.31339228436012767,0.2975770233165997,0.3278765508172749,0.3457031836527109,0.27731718695048535,0.3181896114209075,0.3561093485981888,0.24965735082915338,0.3396868026067173,0.3233904875152537,0.44535445982261274,0.35640724980199584,0.42422217146150737,0.3248439851940098,0.39312055035336124,0.3725419013144627,0.3214191267333549,0.322782544783841,0.33186479607460523,0.33128509289830843,0.36119472102086714,0.37202290821397577,0.343645190958951,0.2881338161212435,0.3241957389510287,0.35538161790451883,0.329306488075535,0.38468447788138455,0.31804608695321357,0.3021785750774765,0.411519184495938,0.3847353203382061,0.3365479605026481,0.34725356703761695,0.41182179104706423,0.3137220753114383,0.30593236084299313,0.3331028106860047,0.30334395170164785,0.33419704027762726,0.2857086225935506,0.3289718903296629,0.29962987251014095,0.28131806733879994,0.2738069932033912,-0.003446297188830538
