Timestamp (ms),Difficulty,Performance,Channel 1,Channel 2,Channel 3,Channel 4
1492735904106,0,0,823.5897435897436,842.1245421245421,850.5860805860806,838.901098901099
1492735904146,0,0,890.4761904761905,833.2600732600733,846.1538461538462,850.1831501831502
1492735904147,0,0,795.3846153846154,844.945054945055,854.6153846153846,834.4688644688645
1492735904147,0,0,870.3296703296703,842.1245421245421,848.974358974359,844.945054945055
1492735904147,0,0,908.2051282051282,835.6776556776557,850.989010989011,853.8095238095239
1492735904147,0,0,842.9304029304029,838.901098901099,856.2271062271062,843.7362637362637
1492735904147,0,0,796.1904761904763,844.5421245421246,855.0183150183151,832.0512820512821
1492735904147,0,0,850.1831501831502,840.1098901098901,849.7802197802198,838.901098901099
1492735904147,0,0,853.0036630036631,839.7069597069598,844.5421245421246,838.901098901099
1492735904147,0,0,793.3699633699634,848.1684981684982,853.8095238095239,832.0512820512821
1492735904147,0,0,832.4542124542124,844.5421245421246,855.4212454212454,836.886446886447
1492735904289,0,0,905.3846153846154,834.8717948717949,848.1684981684982,847.7655677655678
1492735904289,0,0,894.1025641025641,840.1098901098901,844.945054945055,851.3919413919414
1492735904289,0,0,906.5934065934066,836.886446886447,846.1538461538462,859.047619047619
1492735904289,0,0,823.5897435897436,843.3333333333334,853.4065934065934,844.5421245421246
1492735904289,0,0,876.3736263736264,840.5128205128206,846.1538461538462,848.1684981684982
1492735904290,0,0,841.7216117216118,839.7069597069598,855.0183150183151,844.945054945055
1492735904290,0,0,844.1391941391942,837.6923076923077,848.1684981684982,848.1684981684982
1492735904290,0,0,907.3992673992674,833.6630036630037,844.1391941391942,866.3003663003664
1492735904290,0,0,866.7032967032967,837.6923076923077,851.7948717948718,858.6446886446887
1492735904290,0,0,797.3992673992674,843.3333333333334,860.6593406593407,843.7362637362637
1492735904290,0,0,833.6630036630037,842.5274725274726,858.2417582417582,847.7655677655678
1492735904290,0,0,908.2051282051282,836.4835164835165,849.7802197802198,857.8388278388279
1492735904290,0,0,806.6666666666667,840.1098901098901,847.3626373626374,826.4102564102565
1492735904290,0,0,889.6703296703297,837.6923076923077,841.7216117216118,848.974358974359
1492735904290,0,0,905.3846153846154,840.5128205128206,843.7362637362637,859.8534798534798
1492735904290,0,0,818.7545787545788,844.5421245421246,851.3919413919414,840.1098901098901
1492735904291,0,0,782.0879120879121,840.9157509157509,848.1684981684982,826.8131868131868
1492735904291,0,0,908.6080586080586,841.3186813186813,840.1098901098901,853.4065934065934
1492735904291,0,0,845.3479853479854,838.901098901099,843.7362637362637,841.7216117216118
1492735904291,0,0,788.5347985347986,846.1538461538462,850.5860805860806,834.8717948717949
1492735904291,0,0,842.9304029304029,845.3479853479854,851.3919413919414,845.3479853479854
1492735904291,0,0,913.4432234432235,833.6630036630037,844.5421245421246,859.047619047619
1492735904291,0,0,874.3589743589744,833.2600732600733,839.3040293040293,850.989010989011
1492735904291,0,0,799.0109890109891,847.3626373626374,848.1684981684982,839.7069597069598
1492735904291,0,0,825.2014652014652,848.1684981684982,851.3919413919414,844.1391941391942
1492735904291,0,0,902.967032967033,839.3040293040293,844.1391941391942,854.6153846153846
1492735904291,0,0,891.6849816849817,839.3040293040293,844.1391941391942,857.032967032967
1492735904331,0,0,807.8754578754579,838.901098901099,848.5714285714286,841.3186813186813
1492735904331,0,0,891.6849816849817,836.4835164835165,835.6776556776557,849.7802197802198
1492735904332,0,0,817.948717948718,838.0952380952381,851.3919413919414,838.0952380952381
1492735904332,0,0,789.3406593406594,846.1538461538462,863.0769230769231,834.0659340659341
1492735904332,0,0,834.0659340659341,842.1245421245421,847.7655677655678,839.7069597069598
1492735904332,0,0,910.2197802197802,836.4835164835165,843.7362637362637,853.0036630036631
1492735904376,0,0,855.8241758241759,840.1098901098901,852.1978021978023,838.4981684981685
1492735904439,0,0,909.4139194139194,839.7069597069598,849.7802197802198,853.0036630036631
1492735904439,0,0,855.4212454212454,844.945054945055,849.3772893772895,850.5860805860806
1492735904439,0,0,790.952380952381,850.1831501831502,856.6300366300367,842.5274725274726
1492735904439,0,0,829.2307692307693,842.1245421245421,857.032967032967,845.3479853479854
1492735904439,0,0,902.967032967033,833.2600732600733,852.1978021978023,862.2710622710623
1492735904439,0,0,883.6263736263736,839.3040293040293,856.2271062271062,859.4505494505495
1492735904439,0,0,803.8461538461539,846.959706959707,861.8681318681319,840.9157509157509
1492735904440,0,0,896.1172161172161,840.5128205128206,854.6153846153846,863.4798534798535
1492735904440,0,0,824.7985347985348,849.3772893772895,866.7032967032967,853.8095238095239
1492735904440,0,0,806.6666666666667,851.7948717948718,860.6593406593407,845.3479853479854
1492735904480,0,0,871.941391941392,842.5274725274726,842.1245421245421,851.7948717948718
1492735904480,0,0,844.1391941391942,846.959706959707,850.989010989011,849.7802197802198
1492735904480,0,0,795.7875457875458,849.3772893772895,853.8095238095239,838.901098901099
1492735904480,0,0,853.0036630036631,845.3479853479854,848.974358974359,849.7802197802198
1492735904481,0,0,917.0695970695971,838.901098901099,841.7216117216118,863.8827838827839
1492735904481,0,0,789.7435897435897,844.5421245421246,846.959706959707,836.4835164835165
1492735904481,0,0,816.3369963369963,840.9157509157509,842.9304029304029,839.3040293040293
1492735904481,0,0,899.7435897435897,838.901098901099,840.5128205128206,853.0036630036631
1492735904481,0,0,885.2380952380953,839.7069597069598,842.9304029304029,853.4065934065934
1492735904526,0,0,804.6520146520147,841.3186813186813,847.7655677655678,836.886446886447
1492735904526,0,0,910.6227106227107,838.901098901099,843.7362637362637,861.4652014652015
1492735904526,0,0,828.8278388278388,844.5421245421246,849.7802197802198,844.945054945055
1492735904526,0,0,801.025641025641,847.7655677655678,854.6153846153846,841.3186813186813
1492735904526,0,0,909.0109890109891,831.2454212454213,851.7948717948718,862.2710622710623
1492735904526,0,0,869.1208791208792,837.2893772893773,847.7655677655678,853.8095238095239
1492735904567,0,0,790.952380952381,839.3040293040293,848.974358974359,830.0366300366301
1492735904567,0,0,890.4761904761905,829.6336996336996,839.3040293040293,847.3626373626374
1492735904567,0,0,884.0293040293041,834.4688644688645,841.7216117216118,853.8095238095239
1492735904567,0,0,800.2197802197802,838.901098901099,847.7655677655678,835.6776556776557
1492735904567,0,0,795.7875457875458,841.3186813186813,848.5714285714286,833.6630036630037
1492735904567,0,0,901.7582417582418,833.2600732600733,841.7216117216118,860.6593406593407
1492735904568,0,0,830.8424908424909,841.3186813186813,850.1831501831502,848.974358974359
1492735904568,0,0,795.3846153846154,846.959706959707,853.0036630036631,838.0952380952381
1492735904568,0,0,861.4652014652015,839.3040293040293,846.1538461538462,846.5567765567765
1492735904568,0,0,910.2197802197802,833.6630036630037,842.5274725274726,858.2417582417582
1492735904630,0,0,788.5347985347986,839.7069597069598,849.7802197802198,833.2600732600733
1492735904630,0,0,901.7582417582418,834.4688644688645,836.886446886447,850.1831501831502
1492735904630,0,0,868.3150183150184,837.6923076923077,843.7362637362637,847.3626373626374
1492735904630,0,0,794.1758241758242,850.989010989011,854.6153846153846,840.1098901098901
1492735904630,0,0,818.7545787545788,852.1978021978023,857.4358974358975,841.7216117216118
1492735904630,0,0,901.3553113553114,840.9157509157509,849.7802197802198,852.6007326007326
1492735904630,0,0,900.5494505494506,836.0805860805862,844.945054945055,853.0036630036631
1492735904630,0,0,816.3369963369963,840.9157509157509,851.3919413919414,840.5128205128206
1492735904630,0,0,799.4139194139194,845.7509157509157,856.2271062271062,839.3040293040293
1492735904630,0,0,876.3736263736264,841.7216117216118,848.1684981684982,848.1684981684982
1492735904653,0,0,797.3992673992674,836.4835164835165,838.4981684981685,820.3663003663004
1492735904713,0,0,886.8498168498169,836.886446886447,837.2893772893773,843.7362637362637
1492735904714,0,0,803.8461538461539,839.7069597069598,841.3186813186813,829.2307692307693
1492735904714,0,0,788.1318681318681,842.1245421245421,844.5421245421246,823.1868131868132
