Timestamp (ms),Difficulty,Performance,Channel 1,Channel 2,Channel 3,Channel 4
1492451918265,0,0,876.7745225444556,820.8451908999688,847.1648763797273,871.839581517001
1492451918265,0,0,871.839581517001,817.555230214999,850.4548370646971,871.839581517001
1492451918265,0,0,865.2596601470613,817.555230214999,842.2299353522726,868.5496208320311
1492451918265,0,0,857.0347584346367,832.3600532973632,840.5849550097877,861.9696994620915
1492451918265,0,0,860.3247191196066,834.0050336398481,842.2299353522726,860.3247191196066
1492451918266,0,0,861.9696994620915,825.7801319274236,843.8749156947575,861.9696994620915
1492451918328,0,0,863.6146798045764,825.7801319274236,838.9399746673027,863.6146798045764
1492451918328,0,0,865.2596601470613,835.650013982333,838.9399746673027,853.744797749667
1492451918328,0,0,863.6146798045764,837.2949943248179,838.9399746673027,853.744797749667
1492451918328,0,0,866.9046404895462,829.0700926123933,845.5198960372425,863.6146798045764
1492451918328,0,0,861.9696994620915,829.0700926123933,845.5198960372425,861.9696994620915
1492451918328,0,0,860.3247191196066,820.8451908999688,848.8098567222122,861.9696994620915
1492451918328,0,0,861.9696994620915,832.3600532973632,843.8749156947575,860.3247191196066
1492451918329,0,0,863.6146798045764,825.7801319274236,842.2299353522726,861.9696994620915
1492451918329,0,0,861.9696994620915,837.2949943248179,838.9399746673027,857.0347584346367
1492451918329,0,0,860.3247191196066,830.7150729548782,845.5198960372425,865.2596601470613
1492451918329,0,0,850.4548370646971,838.9399746673027,842.2299353522726,858.6797387771217
1492451918329,0,0,855.3897780921519,830.7150729548782,848.8098567222122,861.9696994620915
1492451918329,0,0,858.6797387771217,820.8451908999688,850.4548370646971,866.9046404895462
1492451918391,0,0,857.0347584346367,829.0700926123933,843.8749156947575,860.3247191196066
1492451918391,0,0,858.6797387771217,835.650013982333,843.8749156947575,858.6797387771217
1492451918391,0,0,852.0998174071821,842.2299353522726,842.2299353522726,855.3897780921519
1492451918391,0,0,850.4548370646971,832.3600532973632,847.1648763797273,857.0347584346367
1492451918392,0,0,852.0998174071821,835.650013982333,843.8749156947575,855.3897780921519
1492451918392,0,0,855.3897780921519,832.3600532973632,848.8098567222122,860.3247191196066
1492451918393,0,0,857.0347584346367,834.0050336398481,845.5198960372425,861.9696994620915
1492451918393,0,0,857.0347584346367,835.650013982333,842.2299353522726,861.9696994620915
