Timestamp (ms),Difficulty,Performance,Channel,1 hz,2 hz,3 hz,4 hz,5 hz,6 hz,7 hz,8 hz,9 hz,10 hz,11 hz,12 hz,13 hz,14 hz,15 hz,16 hz,17 hz,18 hz,19 hz,20 hz,21 hz,22 hz,23 hz,24 hz,25 hz,26 hz,27 hz,28 hz,29 hz,30 hz,31 hz,32 hz,33 hz,34 hz,35 hz,36 hz,37 hz,38 hz,39 hz,40 hz,41 hz,42 hz,43 hz,44 hz,45 hz,46 hz,47 hz,48 hz,49 hz,50 hz,51 hz,52 hz,53 hz,54 hz,55 hz,56 hz,57 hz,58 hz,59 hz,60 hz,61 hz,62 hz,63 hz,64 hz,65 hz,66 hz,67 hz,68 hz,69 hz,70 hz,71 hz,72 hz,73 hz,74 hz,75 hz,76 hz,77 hz,78 hz,79 hz,80 hz,81 hz,82 hz,83 hz,84 hz,85 hz,86 hz,87 hz,88 hz,89 hz,90 hz,91 hz,92 hz,93 hz,94 hz,95 hz,96 hz,97 hz,98 hz,99 hz,100 hz,101 hz,102 hz,103 hz,104 hz,105 hz,106 hz,107 hz,108 hz,109 hz110 hz
1491178004988,0,0,1,0.1602342410286491,0.22346579651652704,0.19135124133709774,0.23558103132554256,0.23831170975409693,0.21823933050808572,0.19843979336462544,0.19889868646483053,0.18073198086421252,0.18123909113059217,0.17182629294756055,0.19279371616559282,0.19768189906574735,0.15374754301207477,0.13042188678508196,0.13743894286067432,0.10379404234487273,0.19290711860219886,0.20377494695445336,0.14229736025953615,0.17476542509201842,0.17317890913537254,0.1831241846876594,0.18675247247302446,0.1837701513831914,0.09160906835275254,0.16280728013656132,0.17637029114345648,0.12268352283694198,0.13259531443847522,0.1657361354761272,0.17555587342223275,0.15510673030721198,0.14006493725810848,0.19475964400001095,0.1794395886113368,0.18327633743707777,0.16589305791347292,0.14299338511187223,0.18081703700368973,0.2133875581416881,0.19108306419014018,0.10496072219536443,0.19713683863296982,0.20240671265211999,0.18332808552324611,0.1542468080835095,0.13712377865551545,0.11214284713067864,0.1612086432297381,0.18178926962576225,0.19631457770405653,0.15294859388327348,0.17666290236333307,0.17076135389673147,0.1590782697777516,0.15197964847635367,0.12056764454195112,0.10627352127191528,0.04266982569631693,0.06379099590283019,0.12261756255805897,0.1468364152261296,0.1265984464518025,0.11543650324878751,0.14483174143339184,0.19723405199817862,0.1928122667083349,0.17960774807709476,0.17641866198194087,0.16851103158041875,0.1749935419869599,0.1656925031045092,0.12349495049399675,0.1603647578195994,0.13439834639023676,0.17480361044401418,0.1587344675996641,0.11859247812613363,0.13262302099582682,0.1624831408945218,0.18069801482715525,0.1837145154907307,0.203609256826543,0.19377855531877922,0.18912449394120914,0.13367879810124386,0.14006573362171665,0.14439391172582233,0.1365664019511808,0.16853436693273594,0.1709878942740809,0.1445838353325374,0.12362987211438928,0.07364881443610684,0.14217488266609662,0.16558162628754886,0.1598287137808667,0.16843936116310732,0.1574251273317013,0.11590082959239087,0.15779139087534336,0.14907695723045938,0.0762930999193446,0.042514570252483855,0.10396740582363481,0.13783019187800644,0.13913650735131783,0.13956900214935053,0.08767718641902147
1491178004989,0,0,2,0.11255440033300337,0.14867604351249528,0.19110861164798626,0.1323934022373623,0.1706415868005549,0.19914581006607174,0.20877635442888964,0.1859754149520152,0.17087529825278883,0.1522500452549738,0.15262493200225227,0.13884225331392258,0.15954534280647303,0.1704775863624745,0.17918268028958412,0.17698103295788542,0.1699565675044866,0.17080201514667756,0.16837824481041858,0.16551265912711824,0.17225435891808077,0.15473946655275675,0.13598773571320405,0.14669081790135624,0.11061630501945012,0.14496595062903034,0.14444838163898013,0.1294224771401376,0.09119714283157065,0.11960597417010166,0.1125324735372086,0.10957658968113819,0.12997117331052493,0.09290316760504275,0.10244645882805622,0.09303478493957128,0.10924028560722429,0.09713829025611916,0.09910082243938699,0.12444119888565328,0.1222511034586019,0.13994660656000718,0.11995505232434642,0.14748707808710015,0.1069002522798586,0.08600507995126491,0.11996230500999983,0.14631127210843548,0.1463318416142948,0.12260294665463134,0.12423031530621234,0.11769450217393447,0.0985677385764753,0.13370693965577368,0.1420870824995532,0.16237109514744047,0.1268118944874221,0.09837764015271214,0.10310186593955184,0.08104894491704645,0.06269739734843677,0.0068036138912308235,0.05550050341518359,0.10662329452638905,0.10893487775767671,0.046154697709953965,0.10225207487372008,0.11613054313498246,0.12915712637835194,0.11171346379368266,0.10987848516751013,0.11290735887001566,0.09214686582433405,0.11239599712579473,0.046713279271738954,0.1281290864697497,0.14090313772018176,0.11622612121884823,0.08890501300119893,0.10780433940482503,0.08008383965615734,0.14075703500726583,0.14209896189219018,0.11373150383817257,0.1345941036160893,0.11020506235806546,0.0356580828606672,0.06759455050983516,0.08652142979986083,0.0925595850161888,0.07170959723515109,0.10454441621799526,0.10736582246204578,0.10211851306987114,0.10594139704801733,0.10835143662878752,0.11259735367421511,0.1046514625286346,0.08888940281747797,0.0810351789954956,0.09410059113082019,0.04607572301326811,0.08830899902519578,0.08009923619853465,0.0669499175260197,0.020024185260791194,0.061437372280261984,0.09511299260775433,0.11398942474634803,0.09527343237699246
1491178004989,0,0,3,0.2206787030891897,0.22200426172116203,0.2108481234401356,0.19544961439564792,0.17506068872971836,0.19578928747413238,0.20660960331221453,0.2079646643264962,0.19588027917176146,0.1653794831628089,0.1762440721569885,0.19032561965170133,0.17309493870789336,0.16631594187693455,0.18234978128399287,0.19410070237822147,0.1684016578203747,0.1453471252217251,0.1426834857148392,0.114607450973926,0.12172527548953274,0.15665813314454927,0.16027327556241416,0.14973911763693498,0.13525179031885132,0.14228736414293264,0.15836368758916458,0.15584922369732876,0.1176166423073376,0.09341300173359281,0.11879435358414796,0.1418501010136912,0.16696505668174588,0.17430164791595992,0.13357397626436068,0.117289706016422,0.11568518833757487,0.08823288105991693,0.11286365432125964,0.15879047808455263,0.14964273812804502,0.11723748860126484,0.12600630400708918,0.12801002906696343,0.13009169668300127,0.1449555273520201,0.14988177880468878,0.13905030533540402,0.13467493860580607,0.1306762819656307,0.10811129167627327,0.11103240463017543,0.0790994957307131,0.1505933896394712,0.1366445172752949,0.07083161217637625,0.10854417008288775,0.07350492305714894,0.06064347968165633,0.08098555762199135,0.10523063331597973,0.0812929639167063,0.07972504071441841,0.06588508535264971,0.10026555727645914,9.467546259322822E-4,0.07685646674000081,0.038788459162280534,0.10533637374236393,0.06617618283581662,0.10612767630560108,0.1178519782541321,0.09358420325184144,0.10964302450744245,0.09684369099388065,0.10823737503406321,0.11746110762501887,0.14088913114008667,0.14543741949786268,0.1104024624004744,0.09878763589249835,0.10427533060424825,0.09769627535945628,0.08468470999374798,0.09904797220173057,0.12652512034973729,0.12403905470259866,0.0592540662581737,0.13731052711357944,0.09944455559518339,0.10396643575348467,0.07328281260299373,0.10042311140225255,0.06774978677965202,0.11746586609296861,0.12407667572532732,0.031676919512497896,0.09120266815986311,0.10957501137177912,0.12740706059407036,0.12397235299465403,0.03559019108700506,0.11367726328733178,0.12630450045510921,0.11028262781971028,0.0748739444327683,0.0011714083117883567,0.08242749398381714,0.08604863840675621,0.01401380828615333
1491178004990,0,0,4,0.26983240629948047,0.29069126052775873,0.2724955600937879,0.25163474963593535,0.2644514859659105,0.2276250735975307,0.1787628980284096,0.23156088866671892,0.22485091384209582,0.13598558430235558,0.19048900223372242,0.22228326854207947,0.21302508377024854,0.12050382995006481,0.18451019343907377,0.15281226304740436,0.2049693305283474,0.20679578308410718,0.19768626492725858,0.21090538622579097,0.17655441759911866,0.15442139674023264,0.18702467342285128,0.19142346876149038,0.18307407983945348,0.1485810071603238,0.18292586653532228,0.22048529924177304,0.1168588814981559,0.15468735544183856,0.19508186393004254,0.17663662680915143,0.20792581845718514,0.18431962500191332,0.14880467452697782,0.20726469862739166,0.2087912635716307,0.1550862312726204,0.1791308842772075,0.17238521077450703,0.17866842327059532,0.16894941509543865,0.19034604895876883,0.2036606862690305,0.182035356174919,0.12308693712677385,0.17667070305717228,0.17595830859981326,0.10308581815812601,0.12431530955705819,0.10374433997455668,0.14231541825977367,0.19017417206992115,0.19607133577600294,0.17968863436151594,0.1768024799382718,0.17930852694102434,0.1725060987456602,0.10582289052194727,0.11776912790019593,0.09518331374500158,0.10863983278625522,0.13840769581839132,0.1633729153642281,0.1889173597567595,0.17552205254379855,0.16200627522321917,0.16445667451098842,0.17515897224799687,0.13333004869763326,0.17774496122737327,0.16997379208268779,0.2206838159335133,0.20676186093440588,0.17530447214652065,0.17320799816933002,0.18702418962199271,0.17941730694187144,0.1365044961234359,0.15076938750692143,0.11891635568207859,0.12369146567211105,0.1804429964513093,0.15882283990569507,0.18023112453193865,0.183559074766181,0.13084512028735107,0.21039115819634505,0.20755414027421165,0.1960992690026456,0.1812706009719874,0.15831131833019468,0.18991391680236827,0.16689285059299777,0.20190603373889196,0.19123010589674524,0.1715908904019944,0.14061804985149065,0.14008919658984348,0.16582558129985486,0.12307826456031663,0.13853767621405205,0.10450052627530655,0.14769025127574947,0.1454021625672484,0.1016305856372576,0.11068825831641323,0.11369922266674246,0.13404329321713823,0.06647580504726877
1491178006023,0,0,1,0.3208088061726566,0.4414942967698282,0.4281643112322939,0.4857802476258799,0.45298571284977057,0.37404600332677,0.4064088231018861,0.4363730801963185,0.3764838387951923,0.38018398018966676,0.3409008220588868,0.3436346334773209,0.370026938237621,0.33383932416589307,0.333516346096751,0.3085191205931828,0.26528232230683657,0.37281286106508826,0.39075840476943935,0.31852697025891075,0.3555641063572401,0.3149955338858604,0.32100384313307506,0.34058476787798836,0.35341939449161003,0.2772722684542932,0.30816025710450307,0.3559428895145106,0.32450425820180084,0.3414588776956327,0.3596587188869253,0.3180426154555186,0.3137914748209624,0.34074831413086015,0.37311147552424095,0.2947630249975759,0.3614531275872933,0.37273062452816974,0.34018344798128225,0.34484678396605106,0.3752356440468928,0.36191273998260376,0.24638643256447673,0.3592203290548233,0.39441312290308045,0.39454030356107184,0.33447175033006726,0.3019829721490689,0.271510761130512,0.34781570056575706,0.38434176174845175,0.3802893230547783,0.3438473050233819,0.34927968961938455,0.33221341548112254,0.2748335729075803,0.27825447288878324,0.2608236508844189,0.23630784223476012,0.14211641465957067,0.169864199326666,0.16360491424221651,0.2123258524635329,0.2363502575052981,0.21468466074697118,0.28033678138445106,0.3312777856075301,0.37557263653773376,0.3689253067845563,0.3672614075511455,0.34292111291156574,0.34641453272067335,0.3367930557893037,0.2779581658224136,0.3231217883067223,0.2749195092360418,0.32350909947077683,0.3128940269028133,0.29294873076024464,0.30604522786180927,0.32062109751986806,0.3524671918751089,0.32815263531644756,0.36842735910784363,0.32998340434210904,0.35562616030101346,0.2631379325030795,0.2776500409341851,0.30300316799223614,0.3229612060503859,0.33132347792192673,0.29643774103908366,0.27846833403738946,0.2816030646690309,0.23097496575829105,0.22707716430003896,0.3357901848070033,0.32063257964548925,0.2352087064208507,0.31988398151554603,0.27959614406978284,0.29646983298353347,0.31557499069697764,0.23706444966942372,0.19437082338217113,0.24075885600153812,0.264544408980405,0.2786031891403163,0.23815948439463974,0.2268289955508913
1491178006024,0,0,2,0.2975133753016763,0.350076360244056,0.3682322700161789,0.2462292047221033,0.3351042190607036,0.3987578095136577,0.3780787244173081,0.3493542809743919,0.3040970387498308,0.3086366004832654,0.3057816644201542,0.2946791835683082,0.2799466115880398,0.3240435607669442,0.3336482615807546,0.3316803874077904,0.3387667439598127,0.32551167346031573,0.2959980880475979,0.2539621763811564,0.312776121435596,0.28964567959541876,0.2143804002810183,0.2741946289089777,0.25806028316946844,0.26504706081984963,0.2589242007961098,0.2340890761554404,0.2201597903447216,0.2876148240724566,0.2795049041766401,0.2264091675045259,0.21291863219894114,0.20684209716198815,0.22801618008836594,0.21173873069891425,0.22487430950320492,0.23907265450749443,0.25151585193321574,0.2187316849092873,0.23802088397237187,0.2827413092015753,0.2499601012384777,0.22135215878384118,0.20090177952489893,0.205848837354837,0.2622575214394959,0.27768914382557564,0.21090296884521606,0.2132039254234479,0.22867914794179772,0.19276077045342654,0.2374756974925095,0.25186237725925925,0.2693384628762054,0.2760263651702983,0.2524267458414289,0.2200358130645533,0.2130482896683318,0.1743954757896676,0.1409787517544107,0.04253967641809371,0.15833644676440756,0.2261604550048025,0.188047144834199,0.13659455821741417,0.21290546215745637,0.2330846283290672,0.26449039116203865,0.18933025673129117,0.23091955689636312,0.21600445061179818,0.1906284231463989,0.22845884112836354,0.15658432728863209,0.16122877035379107,0.2567853551729593,0.24354829992806062,0.21536692921971587,0.2194977761832761,0.20343392079817968,0.2801213380148032,0.2808993893070717,0.2437977324018031,0.24608475840164204,0.20454233446000228,0.14333583560515264,0.1860305954987844,0.22581422811477495,0.20666269928065964,0.17558794442301046,0.20375594642409936,0.19389468942756496,0.15955180946507408,0.18934627191692693,0.21357017739381243,0.22848497708378987,0.18827529799323622,0.1966154432707798,0.20545052634348812,0.21419703077516009,0.14943672397148539,0.19966309580068103,0.16956920408148535,0.05224613742371107,0.11955311463566179,0.14495983844291266,0.12580378537642334,0.1842315079950512,0.1684415542949486
1491178006025,0,0,3,0.30639983337207544,0.4140434314129343,0.38960570338034134,0.37993054950174937,0.38119261745625416,0.4007183935345783,0.35673553713539485,0.3439202453101955,0.3581454375247075,0.33372106317204314,0.3353902443672775,0.3348727930416207,0.3284849222873055,0.3109711672339178,0.31867105106757315,0.346019007463351,0.3311634980448634,0.2959428361349655,0.2815414028638634,0.2683677098788998,0.24049275410010845,0.3052085330282804,0.28495473852346853,0.292125063127719,0.2735110288837852,0.2732956542865742,0.281181610083748,0.3167084436863504,0.2968328503991065,0.2735226797461985,0.27514520966313727,0.2490780412265262,0.3318532752976429,0.34133688368074366,0.28924787701329296,0.23726602545020156,0.24380917239508984,0.24723878027460694,0.27560483190874685,0.28538893962736245,0.2920661002581847,0.2769089163325612,0.2871802922753178,0.23868927682306226,0.25785208369851,0.26354727139034867,0.30202922829379053,0.2909465494154593,0.26987455289907614,0.26265533027716526,0.257736517824224,0.248897297001617,0.21169401228832113,0.2668668431261807,0.24788363369935978,0.14102403225523394,0.23031033946910906,0.19258628416391188,0.16372357797429732,0.1507692187514864,0.21005092411959284,0.16046072083006205,0.18523082866022883,0.19505421274162962,0.22437550135028425,0.10253024029323687,0.18201237092464786,0.1579244384984806,0.16967654458566703,0.16851738931919047,0.1673152431473559,0.22344918655845136,0.1926330570242464,0.22172075548917086,0.19092711676957397,0.20300892273463056,0.2527555719559418,0.28502597564508414,0.26541565432951786,0.21273819450074213,0.2255052179363112,0.1835625242832177,0.19985940892020676,0.200833175800411,0.20393328566770408,0.21115385667686123,0.242676846425052,0.1724331100655009,0.26846492872997846,0.22768099497109598,0.22377748552736582,0.19953671170328685,0.22669264490521587,0.1865299016199533,0.23879269203815373,0.24421186036057088,0.10170435638535984,0.1813141147541352,0.21176567747107736,0.270660053245695,0.259381441790316,0.13254424526283323,0.17589501970053828,0.15930236304485162,0.2299396326107817,0.2083561029803739,0.11562062145560145,0.16868933719425075,0.1924470658649807,0.06017497441774876
1491178006026,0,0,4,0.555152678456067,0.5999793233637718,0.5750175669866057,0.5309858674375716,0.4797636775460756,0.4613123413483363,0.39600281355351513,0.4710907588775419,0.43618630711013484,0.32445767169241646,0.3581330155273209,0.37628733244611123,0.36752566520830515,0.2607992594574116,0.33535632217687156,0.27056906192786095,0.3222243766386549,0.3680523923724491,0.3850619830754474,0.37798778068268246,0.28344443566646166,0.3170503177338306,0.3900099878422806,0.333208521340967,0.37459499121970846,0.33109517416609646,0.39918219300897373,0.42548248787207343,0.34905611644298756,0.36021850686777923,0.21965394783281736,0.2660710077386138,0.3446620943598098,0.3766298860226332,0.33907937647402286,0.37663390639796157,0.3354607321519064,0.34243316479966796,0.37882047175296896,0.29149128358614423,0.31382481920583666,0.3321704749243996,0.28260934028976686,0.4070041235552469,0.3877319528846769,0.3206517807430901,0.35273954434380117,0.3651084819288196,0.298603435844724,0.2930581488579137,0.29698388736201764,0.3091368496232148,0.33434822666600256,0.370221718232123,0.35405896751058247,0.3197245546067075,0.32502600463814535,0.3404401330458562,0.23601381832251372,0.21081420957505795,0.16937505006153766,0.2499672695197007,0.2735200515345691,0.30520888825942,0.31392234988742895,0.2577083988704779,0.3327629636645063,0.36514369582928075,0.36841596956630723,0.28640036611150455,0.32039129230040286,0.3226293552866864,0.3910334414575306,0.32981836683854077,0.34393818929800374,0.35071927464616437,0.32529414379998645,0.3530853454156068,0.2992106398667203,0.2924213770578259,0.29424204219312966,0.29416404633857446,0.26894873611430303,0.17766271512435888,0.3083356184553475,0.3342568606758631,0.2961214061901976,0.34423801274576415,0.3720562155499602,0.3261818598169207,0.34947239505246835,0.33489018643422563,0.35128563475078256,0.3438879899599266,0.37739972549135936,0.358627228529403,0.3394554702403355,0.30747059785008923,0.32472900853053566,0.36257455531149685,0.3187689179063915,0.32005828761643984,0.26777841835787103,0.31472151521889513,0.2998371137550618,0.2546488421641128,0.24581205772217762,0.23800948728720658,0.2665935664157827,0.16986228605828627
1491178007018,0,0,1,0.5508528447587537,0.7028290059299367,0.7065748447707808,0.7502696103725282,0.689203518986667,0.6345849222554107,0.6666688636875536,0.6830059935265371,0.6213072549862455,0.6171012220472015,0.5654513431404317,0.5835738066949061,0.5940891314866346,0.5570863134777067,0.5629503171930819,0.5430215775711689,0.5023906940159714,0.6075391369739326,0.6078357551721689,0.5179520227677468,0.5240869208037248,0.5176700217251813,0.523488414145101,0.5363156197382033,0.525977834280489,0.4150602782620954,0.46820044697730456,0.5359540916318265,0.5243738579779762,0.5275563657336895,0.5415959187602623,0.5026627087434052,0.4277839628029,0.4828078266826873,0.519250112881269,0.43300153730107616,0.5287746858790008,0.5687250435808053,0.5358527295312637,0.5237045793502892,0.5456336414316323,0.5338197340022243,0.43995914110931655,0.5556595268553207,0.5443723467260305,0.529557640422041,0.5253368255347735,0.4809590742016388,0.4488118362997344,0.49593692609320233,0.5802571570848924,0.5651747670230323,0.5042955169412293,0.5320019722660099,0.501079648843976,0.4056750026872943,0.42574255310141795,0.4064395369646034,0.391949240965813,0.26534119769466824,0.26429077656406486,0.2349466797795114,0.33648278793754205,0.3847221959367662,0.36677703868994405,0.43057968738424035,0.500025642284798,0.5588173838563877,0.5615120853685959,0.5244387422748948,0.4660548842018102,0.4106115001237559,0.45586451988861487,0.4250658720114167,0.47433290866424294,0.45790497977298744,0.5022415887083169,0.4786109387187076,0.44771127909094144,0.4370544306851653,0.5083237817036043,0.5159871788668137,0.4875020151966436,0.5514046401210003,0.49737367704502883,0.5199893305899603,0.4408455112447888,0.4587119009865589,0.4814562924252508,0.46840889924503715,0.4559388427520685,0.4640811873297176,0.4353201578730686,0.4123160705045791,0.3729732926176701,0.34377176333116827,0.47847652226546533,0.47661384601905904,0.3980654350862095,0.4394636467659584,0.41013219068761203,0.42182240908936225,0.4748473150533384,0.3790771618141923,0.28998591050148703,0.33756649613408446,0.39704131827495787,0.41145954096062975,0.35884146688798524,0.3527372950726993
1491178007019,0,0,2,0.5096997310770225,0.583850848480256,0.6148024489920149,0.4929357630630783,0.5729884080392702,0.6276223104039061,0.5991699951618552,0.5659847806661447,0.5253018068335568,0.5276436931825937,0.5229134605832643,0.5085329224190838,0.46447558357515123,0.493015705248972,0.4968663045331139,0.503693223666347,0.5347892822623517,0.51886893172265,0.4853115391695633,0.43245539990195053,0.45932497540787515,0.44998092460321093,0.373120877670088,0.4087635353390418,0.3759300377447631,0.39893092169656913,0.40791796511348116,0.35854820496560436,0.3577414704749292,0.43790143974546736,0.42797718756950387,0.30394379580709974,0.3547381815082152,0.33378095443142586,0.27994453451306034,0.322058608034171,0.35220047840701546,0.3541401422677702,0.38757326077670184,0.26842133020909553,0.31586256923598544,0.3781743328630252,0.3700000701627325,0.36565473319426267,0.349631367813513,0.2806121542954273,0.38761279164701745,0.4108668548323184,0.3482241982371817,0.3231212159799934,0.2930736900289075,0.2863342907671386,0.3622389473142313,0.3841553272570034,0.3260792127238278,0.4106410350018758,0.3947941003691831,0.30837495239078166,0.2587811455166397,0.2687692493297701,0.2066642780849343,0.11230605097251005,0.22930206851121895,0.29002923574292694,0.3011092787754515,0.24743598838562408,0.33701801676530446,0.3752106453240425,0.37930472666792514,0.19407692168615637,0.3162644272787064,0.3161559690565734,0.32246872618772765,0.33784816323843775,0.22508112088246116,0.20347199846113234,0.3337672542346991,0.3679260530180021,0.34553112415108217,0.3290420968995034,0.31945311164831186,0.3836613449745679,0.358614617522571,0.33534918311546813,0.3679300137496825,0.3231222142983356,0.23051351861525277,0.2922993774396389,0.33674303798647764,0.2556556405834508,0.2636902516517633,0.323801462483072,0.2945636514690768,0.22569075459722057,0.22590078192318294,0.3013010034993722,0.31239537442603765,0.2754997850435295,0.3044159732472309,0.31605300193711633,0.3018758076787803,0.23958813788905892,0.29017671724133753,0.2620220315988221,0.0968377731951456,0.2078791210426866,0.2371772725241529,0.22746691054908358,0.25148731606017494,0.17427640989126497
